Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Latitude,Longitude
1786806,"September 5, 2020",Arkansas,Little Rock,400 President Clinton Ave,0,4,34.7476883,-92.2661552
1805455,"September 3, 2020",South Carolina,Anderson,R St and Chase Ave,1,3,34.4847349,-82.64741930000001
1785358,"September 3, 2020",Florida,Miami,2000 block of NW 71st St,1,3,25.8394059,-80.2303058
1784570,"September 3, 2020",Arkansas,Hensley,Woodson Lateral Rd and I-530,1,3,34.5483982,-92.2577917
1785108,"September 3, 2020",Pennsylvania,Philadelphia,700 block of E Chelten Ave,0,6,40.0442014,-75.16577889999999
1785593,"September 3, 2020",Arkansas,Little Rock,19 Nandina Cir,0,4,34.6525531,-92.43103819999999
1783582,"September 2, 2020",Pennsylvania,Philadelphia,1800 block of Moore St,2,2,39.9288045,-75.1755257
1784141,"September 2, 2020",Georgia,Albany,1400 block of E Residence Ave,1,3,31.582121,-84.1199178
1783928,"September 2, 2020",California,Oakland,Kerwin Ave and 105th Ave,0,4,37.7298289,-122.183395
1825993,"August 31, 2020",Pennsylvania,Philadelphia,1500 block of W Clearfield St,0,5,40.0002246,-75.1549319
1782962,"August 31, 2020",Florida,Tallahassee,2660 Old Bainbridge Rd,0,4,30.4815262,-84.32098429999999
1780301,"August 30, 2020",Kentucky,Lexington,545 N Upper St,0,7,38.0546981,-84.4887038
1780199,"August 30, 2020",Illinois,Zion,2300 block of Joppa Ave,1,3,42.45398369999999,-87.8536135
1780266,"August 30, 2020",Texas,San Antonio,S Olive St and Aransas Ave,2,2,29.4056121,-98.471772
1779981,"August 30, 2020",New York,Buffalo,500 block of Fillmore Ave,1,4,42.88691499999999,-78.83960499999999
1784122,"August 30, 2020",Pennsylvania,Philadelphia,5317 Oxford Ave,0,4,40.0289552,-75.0849661
1779718,"August 30, 2020",Illinois,Chicago,11601 S Western Ave,1,4,41.6823618,-87.6804183
1780091,"August 30, 2020",Kentucky,Madisonville,400 block of Elm St,0,5,37.3358373,-87.5047608
1780228,"August 29, 2020",Nevada,Las Vegas,777 E Twain Ave,2,2,36.1212895,-115.1464637
1778571,"August 29, 2020",Illinois,Rock Island,1800 2nd Ave,1,5,41.5108857,-90.57435149999999
1778435,"August 28, 2020",Minnesota,Minneapolis,2400 block of Irving Ave N,0,4,45.0037234,-93.2993245
1778542,"August 28, 2020",Pennsylvania,Chester,2900 block of W 2nd St,1,3,39.8303447,-75.391403
1779023,"August 28, 2020",Texas,Dallas,2600 block of Elm St,1,4,32.7839722,-96.7867186
1777607,"August 27, 2020",Oregon,Portland,10500 block of NE Halsey St,1,3,45.5335116,-122.5544984
1777180,"August 26, 2020",Michigan,Pontiac,252 Carriage Circle Dr,3,1,42.63343589999999,-83.2618489
1776905,"August 26, 2020",South Carolina,Hilton Head Island,Muddy Creek Rd and Spanish Wells Rd,0,4,32.1862533,-80.7676015
1777400,"August 26, 2020",Pennsylvania,Philadelphia,5500 block of Chew Ave,0,4,40.0432055,-75.1615399
1776189,"August 25, 2020",Virginia,Norfolk,800 block of E Princess Anne Rd,0,5,36.8584013,-76.2756764
1775249,"August 25, 2020",New York,Rochester,70 block of Flower St,0,4,43.1765702,-77.6158233
1774123,"August 24, 2020",Michigan,Detroit,11938 E McNichols Rd,0,4,42.420763,-83.000073
1773194,"August 24, 2020",California,Sacramento,1200 block of Helena Ave,1,3,38.61633459999999,-121.439189
1774138,"August 24, 2020",Florida,West Palm Beach,1000 block of 18th St,0,4,26.7295163,-80.06119079999999
1773996,"August 24, 2020",Virginia,Richmond,2300 block of Bethel St,1,4,37.5551184,-77.4185708
1772623,"August 23, 2020",Arkansas,Pine Bluff,2901 W 28th Ave,0,7,34.2022899,-92.0326764
1772513,"August 23, 2020",New York,Brooklyn,2946 W 23rd St,1,3,40.5747445,-73.99039479999999
1772680,"August 23, 2020",Tennessee,Somerville,1100 block of Brewer Rd,1,4,35.339658,-89.469399
1772934,"August 23, 2020",Colorado,Pueblo,2000 block of Longhorn Point,0,6,38.5355491,-104.6987365
1772438,"August 23, 2020",Illinois,Champaign,100 block of Kenwood Rd,0,4,40.1153251,-88.28614789999999
1773006,"August 23, 2020",Illinois,Chicago,6600 S Halsted St,0,4,41.7740541,-87.6450181
1772764,"August 22, 2020",Illinois,Rockford,1300 block of 10th St,1,3,42.25418519999999,-89.07529919999999
1772174,"August 22, 2020",Alabama,Bessemer (Hueytown),Allison Bonnet Memorial Dr and Rutledge Dr,1,3,33.4595147,-86.9471174
1769444,"August 19, 2020",Pennsylvania,Philadelphia,700 block of S 55th St,0,4,39.9496567,-75.2334349
1769489,"August 19, 2020",Illinois,Chicago,8500 block of S Parnell Ave,0,6,41.73874300000001,-87.637953
1768125,"August 18, 2020",Pennsylvania,Philadelphia,30th St and Cumberland St,1,4,39.9941673,-75.1808741
1767851,"August 18, 2020",New York,Corona (Queens),35-35 21st St,0,4,40.7600591,-73.9354255
1767747,"August 18, 2020",Illinois,Rockford,3001 Harney Ct,0,4,42.261314,-89.049683
1768683,"August 17, 2020",Ohio,Cleveland,Dove Ave and E 102nd St,0,5,41.4522938,-81.614053
1766574,"August 17, 2020",New York,Brooklyn,Atlantic Ave and Hinsdale St,0,4,40.6755387,-73.90161189999999
1767402,"August 17, 2020",Texas,Dayton,County Rd 4901,3,2,29.9813698,-94.96637360000001
1765624,"August 16, 2020",Ohio,Cincinnati,700 block of Chalfonte Pl,1,3,39.1501497,-84.4903022
1765636,"August 16, 2020",Ohio,Cincinnati,70 E McMicken Ave,2,9,39.1152479,-84.5148251
1765658,"August 16, 2020",Kentucky,Lexington,1000 block of Newtown Ct,1,3,38.0772806,-84.4938975
1766423,"August 16, 2020",Ohio,Cincinnati,700 block of Chalfonte Pl,1,3,39.1501497,-84.4903022
1766380,"August 16, 2020",Colorado,Denver,W Alameda Ave and S Federal Blvd,2,4,39.7112156,-105.0249939
1765920,"August 16, 2020",Oklahoma,Oklahoma City,SW 59th St and Agnew Ave,0,4,35.4061855,-97.55512569999999
1765336,"August 15, 2020",Michigan,Belleville,24914 Martinsville Rd,4,0,42.12110010000001,-83.46099989999999
1765499,"August 15, 2020",Pennsylvania,Philadelphia,N 10th St and Brown St,0,5,39.9662262,-75.15352759999999
1765890,"August 15, 2020",New York,Rochester,501 Thurston Rd,0,5,43.134926,-77.65126699999999
1765705,"August 15, 2020",Connecticut,New Haven,Rosette St and Hurlburt St,1,5,41.2927581,-72.9374273
1764756,"August 15, 2020",Alabama,Troy,4100 US-231 S,2,3,31.7632071,-85.89632089999999
1764619,"August 14, 2020",New York,New York (Manhattan),111 Lenox Ave,0,4,40.8017961,-73.95018940000001
1762951,"August 12, 2020",New Jersey,Newark,N 12th St,1,4,40.7652767,-74.19000199999999
1762997,"August 12, 2020",Ohio,Dayton,2049 Catalpa Dr,1,3,39.7853168,-84.225883
1761557,"August 11, 2020",California,Torrance,22904 Lockness Ave,0,5,33.8172085,-118.3053263
1759873,"August 9, 2020",Colorado,Denver,1400 block of W Byers Pl,0,9,39.7119441,-105.0069714
1759779,"August 9, 2020",Ohio,Toledo,Monroe St and N Detroit Ave,0,6,41.6645981,-83.5703139
1758966,"August 9, 2020",District of Columbia,Washington,3300 block of Dubois Pl SE,1,21,38.8853324,-76.9594746
1760207,"August 9, 2020",Mississippi,Jackson,3600 block of Cromwell St,0,4,32.3430386,-90.214854
1760261,"August 9, 2020",Texas,Houston,9700 Homestead Rd,0,4,29.8521828,-95.2999854
1759425,"August 8, 2020",Kentucky,Paducah,900 block of Boyd St,1,4,37.0913906,-88.6103186
1758838,"August 8, 2020",Pennsylvania,Philadelphia,1101 N 38th St,0,6,39.9734259,-75.1989143
1759439,"August 8, 2020",Massachusetts,Brockton,124 Laureston St,0,5,42.0682408,-71.0191536
1759237,"August 8, 2020",Alabama,Birmingham (Ensley),426 18th St,1,5,33.514341,-86.8965327
1758774,"August 8, 2020",New York,Albany,First St and Quail St,1,3,42.667184,-73.7703851
1757380,"August 6, 2020",California,Oakland,4500 block of Fairfax Ave,1,3,37.780778,-122.2058495
1756248,"August 5, 2020",Illinois,Chicago,700 block of S Karlov Ave,0,4,41.8720556,-87.7278805
1755566,"August 4, 2020",Wisconsin,Madison,333 S Rosa Rd,0,4,43.0624227,-89.4763313
1755297,"August 4, 2020",District of Columbia,Washington,5400 block of Georgia Ave NW,0,4,38.9552842,-77.0281036
1754613,"August 4, 2020",California,Beverly Hills,13200 Mulholland Dr,1,4,34.1270274,-118.4207777
1754640,"August 4, 2020",Missouri,Saint Louis,5300 block of Bircher Blvd,1,3,38.6869447,-90.253643
1754672,"August 4, 2020",Connecticut,Hartford,818 Windsor St,1,5,41.7899924,-72.6684063
1754363,"August 3, 2020",New York,Bronx,450 St Ann's Ave,0,4,40.8113663,-73.91410379999999
1753320,"August 2, 2020",Pennsylvania,Philadelphia,3100 block of Weymouth St,0,4,39.9954619,-75.1173273
1753561,"August 2, 2020",New Jersey,Newark,200 block of 6th Ave,0,5,40.7559202,-74.18568599999999
1752100,"August 1, 2020",Illinois,Chicago,100 block of N Laporte Ave,1,4,41.8830953,-87.7490327
1753235,"August 1, 2020",Texas,Pointblank,4411 Counts Rd,2,3,30.7508135,-95.2208642
1751949,"August 1, 2020",Colorado,Denver,3000 block of W Virginia Ave,1,4,39.7075426,-105.0250337
1752790,"August 1, 2020",Alabama,Montgomery,1100 block of Eastern Blvd,0,4,32.3656765,-86.2121915
1752019,"July 31, 2020",Pennsylvania,Philadelphia,2500 block of Ingersoll St,2,2,39.976295,-75.176827
1750548,"July 30, 2020",Florida,Miami Gardens,16701 NW 42 Ave,0,5,25.9261193,-80.2682411
1750611,"July 30, 2020",Florida,Tampa,I-275 and Westshore Blvd,0,5,27.9553848,-82.5254691
1750250,"July 29, 2020",Michigan,Detroit,5200 block of Canton St,0,4,42.374357,-83.022166
1749873,"July 29, 2020",Ohio,Elyria,537 Willow Park Rd,5,0,41.3836218,-82.1142122
1749746,"July 29, 2020",Missouri,Saint Louis,5500 block of Floy Ave,3,2,38.7076769,-90.2576835
1749281,"July 28, 2020",Delaware,Wilmington,1100 block of Beech St,2,2,39.7381098,-75.5664965
1749535,"July 28, 2020",Wisconsin,Milwaukee,2600 block of W Atkinson Ave,0,4,43.0969288,-87.94532629999999
1748134,"July 27, 2020",Washington,Federal Way,2410 S 312th St,1,3,47.32546370000001,-122.3017491
1747700,"July 27, 2020",Illinois,Chicago,705 E 92nd Pl,1,4,41.726324,-87.60671599999999
1746441,"July 26, 2020",Michigan,Flint,4462 Corunna Rd,1,3,43.0024696,-83.7705821
1746658,"July 26, 2020",Texas,Mount Enterprise,1039 FM 1798,0,4,31.9941387,-94.72888999999999
1746417,"July 26, 2020",Colorado,Commerce City,6300 block of Ivanhoe St,1,3,39.8110797,-104.9210633
1746282,"July 26, 2020",Kentucky,Louisville,I 64 and Hurstbourne Ln,1,3,38.22445769999999,-85.575943
1748023,"July 26, 2020",Arkansas,Magnolia,1000 block of W Monroe St,0,4,33.2646008,-93.2530862
1746582,"July 25, 2020",Michigan,Flint,4813 Clio Rd,0,6,43.058757,-83.7355814
1745903,"July 25, 2020",North Carolina,Raleigh,503 Bragg St,0,4,35.7658985,-78.6324818
1746160,"July 25, 2020",Florida,Miami,2900 block of Northwest 51st St,1,3,25.820555,-80.2427829
1746430,"July 25, 2020",Colorado,Denver,East 33rd Ave and Hudson St,2,3,39.7637987,-104.9240282
1746674,"July 25, 2020",Texas,Dallas,525 S Riverfront Blvd,0,4,32.7694114,-96.81126479999999
1745737,"July 25, 2020",California,Manteca,4447 Woodward Ave,0,7,37.7759778,-121.2533277
1744407,"July 24, 2020",Georgia,Atlanta,Sunset Ave NW and Lester St NW,2,2,33.7588545,-84.409949
1743168,"July 23, 2020",Virginia,Fairfield,3700 block of Meadowbridge Rd,1,3,37.581765,-77.4235403
1743488,"July 23, 2020",Virginia,Petersburg,Wesley St,0,4,37.2166815,-77.4105908
1744332,"July 23, 2020",Illinois,Chicago,120th St and Prairie Ave,2,4,41.6762837,-87.6165377
1743108,"July 22, 2020",Michigan,Warren,28200 block of Lawson St,0,4,42.4714408,-82.9779879
1741838,"July 21, 2020",Illinois,Chicago,1018 W 79th St,0,15,41.7507042,-87.6496927
1740533,"July 20, 2020",Virginia,Richmond,6850 Forest Hill Ave,1,4,37.53844,-77.5211408
1740615,"July 20, 2020",Illinois,Chicago,S Lawndale Ave and W Douglas Blvd,0,5,41.862362,-87.7177384
1739920,"July 19, 2020",Michigan,Detroit,McKinney St and Meuse St,1,3,42.421886,-82.942038
1739434,"July 19, 2020",Illinois,Peoria,NE Water St and Hamilton Blvd,0,13,40.69069349999999,-89.58624429999999
1739571,"July 19, 2020",Nebraska,Omaha,28th St and T Ave,0,8,41.2055686,-95.95499629999999
1740013,"July 19, 2020",Illinois,Chicago,11300 block of South Carpenter St,2,3,41.68851739999999,-87.6486425
1739658,"July 19, 2020",District of Columbia,Washington,3600 block of 14th St NW,1,8,38.9364355,-77.0329793
1739917,"July 19, 2020",Michigan,Detroit,9122 Dexter Ave,4,0,42.3700357,-83.11699999999999
1738635,"July 18, 2020",Illinois,Chicago,1600 block of S Keeler Ave,1,4,41.8587889,-87.7298179
1739097,"July 17, 2020",Ohio,Columbus,E 6th Ave and Summit St,0,4,39.9890927,-83.0018846
1739413,"July 17, 2020",Florida,Madison,SW Louisiana Terrace,0,4,30.454677,-83.4154808
1736508,"July 16, 2020",Tennessee,Nashville,S 7th St and Sylvan St,0,5,36.1681686,-86.7572402
1736383,"July 15, 2020",Louisiana,Shreveport,6725 Buncombe Rd,1,3,32.4122291,-93.88450309999999
1735326,"July 15, 2020",New York,Brooklyn,President St and Franklin Ave,1,5,40.668902,-73.95861099999999
1735573,"July 14, 2020",Missouri,Saint Joseph,S 18th St and Charles St,0,5,39.7650532,-94.8387482
1735470,"July 14, 2020",North Carolina,Durham,200 Block of S Benjamine St,0,8,35.9852642,-78.8687352
1733702,"July 13, 2020",New York,Brooklyn,Remsen Ave,0,6,40.6466536,-73.9131066
1734064,"July 13, 2020",Kentucky,Louisville,1200 block of W Hill St,1,3,38.2272584,-85.7757233
1734058,"July 13, 2020",Washington,Kent,23201 Pacific Hwy South,0,6,47.39354849999999,-122.2956314
1732485,"July 12, 2020",Louisiana,Baton Rouge,4718 Plank Rd,1,7,30.4928602,-91.1550213
1732993,"July 12, 2020",New York,Brooklyn,Madison St and Marcus Garvey Blvd,1,3,40.6861038,-73.93866539999999
1732688,"July 12, 2020",Michigan,Lansing,3029 BeauJardin Dr,0,5,42.6844696,-84.50740499999999
1732365,"July 12, 2020",Florida,Fort Lauderdale,3000 block of NW 12th Ct,2,2,26.1404716,-80.1854187
1733188,"July 12, 2020",Illinois,Chicago,700 block of W 66th Pl,1,3,41.773408,-87.6426388
1732229,"July 12, 2020",Illinois,Chicago,1100 block of N Lawndale Ave,1,4,41.9010179,-87.7191761
1732532,"July 12, 2020",Mississippi,Como,2965 Hunter Chapel Road,2,4,34.5531485,-89.8807507
1731349,"July 11, 2020",New York,Rochester,485 N Clinton Ave,0,6,43.1666014,-77.6109197
1732321,"July 11, 2020",Delaware,Wilmington,600 block of N Pine St,0,5,39.7393648,-75.54410229999999
1727743,"July 7, 2020",Virginia,Alexandria,7900 block of Janna Lee Ave,0,5,38.7461032,-77.0947807
1728683,"July 7, 2020",New Jersey,Paterson,Harrison St and Carroll St,4,3,40.922841,-74.1615745
1727567,"July 6, 2020",Illinois,Chicago,1305 W 76th St,0,6,41.7556855,-87.6567737
1725883,"July 5, 2020",Illinois,Chicago,3700 block of W Jackson Blvd,0,4,41.8772551,-87.7182122
1725802,"July 5, 2020",Iowa,Davenport,1000 block of W 3rd St,1,3,41.5226517,-90.58783419999999
1725167,"July 5, 2020",New York,New York (Manhattan),549 Academy St,0,5,40.862896,-73.922433
1725108,"July 5, 2020",South Carolina,Greenville,1701 White Horse Rd,2,8,34.7940897,-82.4202134
1726770,"July 5, 2020",Arkansas,Helena,1317 Perry St,1,3,34.5296191,-90.60174909999999
1725690,"July 5, 2020",Georgia,Atlanta,200 block of Auburn Ave,2,13,33.7557353,-84.38114809999999
1725946,"July 5, 2020",Missouri,Columbia,Volunteer Dr and Grace Ln,2,3,38.9503079,-92.2559381
1725379,"July 5, 2020",Wisconsin,Milwaukee,5800 block of W Hope Ave,0,4,43.0953879,-87.98625609999999
1726446,"July 5, 2020",Texas,Houston,Service Rd and Holcombe Blvd,0,4,29.706374,-95.39641499999999
1725327,"July 5, 2020",Maryland,Cambridge,700 block of Weaver Ave,0,4,38.5671575,-76.0891128
1725145,"July 5, 2020",Illinois,Chicago,1500 block of S Millard Ave,1,5,41.8607708,-87.71646559999999
1725635,"July 5, 2020",Pennsylvania,Ephrata,6 Blackberry Ln,0,4,40.18474399999999,-76.15222
1726034,"July 5, 2020",Illinois,Freeport,900 block of S Carroll Ave,1,5,42.2909707,-89.6147519
1727515,"July 5, 2020",Mississippi,Greenville,Union St,0,4,33.4099006,-91.03656629999999
1725571,"July 5, 2020",Michigan,Detroit,San Juan Dr and W McNichols Rd,2,4,42.4171287,-83.14617729999999
1725735,"July 4, 2020",South Carolina,Red Oak,,0,5,,
1725025,"July 4, 2020",Maryland,Temple Hills (Marlow Heights),4600 Dallas Pl,1,3,38.8255809,-76.94853859999999
1725670,"July 4, 2020",Georgia,Atlanta,1600 block of Lakewood Ave,0,5,33.710611,-84.37971499999999
1725407,"July 4, 2020",Massachusetts,Lynn,134 Fayette St,1,4,42.4712314,-70.9380776
1725098,"July 4, 2020",Illinois,Chicago,8300 block of S Kingston Ave,1,3,41.7444972,-87.5624802
1725081,"July 4, 2020",Illinois,Chicago,6100 block of S Carpenter St,4,4,41.7832997,-87.6509177
1724887,"July 4, 2020",Louisiana,Baton Rouge,11300 block of Greenwell Springs Rd,0,4,30.49376639999999,-91.0575034
1724219,"July 4, 2020",Mississippi,Jackson,6340 Ridgewood Ct Dr,1,3,32.3958995,-90.1392972
1723897,"July 3, 2020",Alabama,Birmingham (Hoover),2000 Riverchase Galleria,1,3,33.3790316,-86.8083523
1724273,"July 3, 2020",Maryland,Baltimore,700 block of S Woodington Rd,0,4,39.2751202,-76.6900751
1723184,"July 2, 2020",California,Delano,2100 block of Oleander St,2,3,35.7850471,-119.2395353
1723352,"July 2, 2020",Massachusetts,Somerville,5 River Rd,0,4,42.3971519,-71.093132
1722839,"July 2, 2020",New Jersey,Paterson,N Main St and Jefferson St,1,4,40.9251283,-74.17094139999999
1722142,"July 1, 2020",California,Oakland,MacArthur Fwy and 106th Ave,0,4,37.7431161,-122.1520775
1729506,"July 1, 2020",Louisiana,Lake Charles,1600 block of Moss St,0,4,30.2186653,-93.212941
1721964,"June 30, 2020",Iowa,Davenport,1400 block of Pershing Ave,0,5,41.5340719,-90.5711743
1720781,"June 30, 2020",Georgia,Atlanta,Parkway Dr,1,4,33.7671855,-84.3732764
1721669,"June 30, 2020",Massachusetts,Boston,14 Circuit St,1,3,42.3235705,-71.08510059999999
1720761,"June 30, 2020",Illinois,Chicago,350 W Chicago Ave,0,4,41.896826,-87.6376087
1721572,"June 30, 2020",Ohio,Dayton,3500 block of Stanford Pl,0,4,39.7779281,-84.24364589999999
1722317,"June 30, 2020",Arkansas,Greenbrier,123 Laramie Rd,0,4,35.2479435,-92.25325169999999
1720834,"June 29, 2020",California,Sylmar,Osborne St and Foothill Blvd,0,4,34.2735503,-118.3938042
1720655,"June 29, 2020",South Dakota,Sioux Falls,902 N Prairie Ave,1,3,43.5578973,-96.73691769999999
1719693,"June 28, 2020",Pennsylvania,Philadelphia,1900 block of E Somerset St,2,2,39.9901345,-75.12166599999999
1719668,"June 28, 2020",Alabama,Akron,Co Rd 21,0,7,32.8568549,-87.6818873
1718966,"June 27, 2020",Illinois,Chicago,3100 block of S Rhodes Ave,2,2,41.8384658,-87.6134781
1718847,"June 27, 2020",California,Red Bluff,10815 State Hwy 99W,3,4,40.10951499999999,-122.1919432
1718463,"June 27, 2020",Illinois,Peoria,1400 block of SW Jefferson St,0,4,40.6822859,-89.6064198
1718238,"June 27, 2020",New York,Brooklyn,Rockaway Pkwy and Ave B,0,4,40.6529905,-73.9109777
1719645,"June 27, 2020",Arkansas,Blytheville,600 block of Parkway Dr,3,1,35.9254936,-89.894573
1717828,"June 26, 2020",Colorado,Aurora,698 Peoria St,0,5,39.7271461,-104.8443218
1718292,"June 26, 2020",California,Fresno,Pico Ave,0,4,36.8015796,-119.8328845
1717173,"June 26, 2020",Arizona,Phoenix,5035 W McDowell Rd,0,4,33.4656008,-112.1686134
1717543,"June 25, 2020",Pennsylvania,Philadelphia,Emerald St and E Atlantic St,0,4,39.9984267,-75.1032887
1716944,"June 25, 2020",Connecticut,Bridgeport,527 Huntington Rd,1,3,41.2001942,-73.1821451
1715616,"June 24, 2020",Tennessee,Jackson,Melwood St,0,4,35.6412895,-88.8160139
1714504,"June 23, 2020",Illinois,Chicago,9100 block of South Ellis Ave,0,4,41.7292763,-87.6001029
1715231,"June 23, 2020",Florida,Lake Worth,Lantana Rd and Edgecliff Ave,0,5,26.5894309,-80.1377462
1712342,"June 22, 2020",North Carolina,Charlotte,1800 block of Beatties Ford Rd,4,5,35.260091,-80.85488199999999
1713075,"June 22, 2020",California,San Francisco,200 block of Leavenworth St,0,5,37.7830345,-122.4139362
1713790,"June 22, 2020",New York,Brooklyn,Sterling St and Brooklyn Ave,0,5,40.663449,-73.945538
1712876,"June 22, 2020",Minnesota,Minneapolis,N Morgan Ave and N 16th Ave,0,4,44.99522,-93.304467
1712898,"June 22, 2020",Minnesota,Minneapolis,627 W Broadway,0,4,44.9988088,-93.28759699999999
1712408,"June 22, 2020",Illinois,Chicago,200 S Central Park Blvd,0,5,41.8781593,-87.71579559999999
1712386,"June 22, 2020",Illinois,Chicago,5200 block of S Lowe Ave,0,4,41.7996989,-87.64199599999999
1713668,"June 22, 2020",Ohio,Columbus,1910 Fountainview Ct,1,4,39.9408804,-82.8342881
1711747,"June 21, 2020",New York,Buffalo,W Ferry St and Niagara St,0,4,42.915199,-78.8994539
1711626,"June 21, 2020",Texas,Austin,500 block of E 7th St,0,5,30.2678638,-97.7375115
1711410,"June 21, 2020",Minnesota,Minneapolis,2939 Hennepin Ave S,0,11,44.9487819,-93.29788669999999
1711690,"June 21, 2020",Alabama,Auburn,600 block of Railroad Ave,0,4,32.6099062,-85.4925387
1713493,"June 21, 2020",Texas,Corpus Christi,5802 Everhart Rd,1,3,27.7039339,-97.389815
1711605,"June 21, 2020",Wisconsin,Milwaukee,North 28th St and West Ruby Ave,0,5,43.0989925,-87.9479874
1711487,"June 21, 2020",Illinois,Chicago,2600 block of W Potomac Ave,1,3,41.9049509,-87.69222099999999
1710537,"June 20, 2020",New York,Bronx,Mount Eden Pkwy and Monroe Ave,0,4,40.8426886,-73.9068455
1711285,"June 20, 2020",New York,Syracuse,Marcellus St and Wyoming St,1,8,43.04734759999999,-76.1604352
1711876,"June 20, 2020",Michigan,Detroit,Appoline St and Puritan Ave,0,4,42.409519,-83.17081879999999
1711272,"June 20, 2020",Michigan,Saginaw,Livingston Dr and Tausend St,1,3,43.39532,-83.931541
1710849,"June 20, 2020",Wisconsin,Janesville,6530 S US-51,0,5,42.5849629,-89.02058439999999
1710920,"June 20, 2020",North Carolina,Pinetops,715 E Lashley St,2,2,35.787239,-77.628968
1710680,"June 20, 2020",New Jersey,Jersey City,Union St and Ocean Ave,1,4,40.7131225,-74.0740637
1711397,"June 20, 2020",Kansas,Wichita,3741 N Rock Rd,0,5,37.7510372,-97.246278
1711134,"June 20, 2020",New York,Bronx,Mapes Ave,0,4,40.84645829999999,-73.8856974
1708889,"June 18, 2020",New York,Albany,8 Albany St,0,7,42.6685707,-73.7409133
1708432,"June 17, 2020",Illinois,Chicago,1323 W 76th St,0,4,41.7555798,-87.65726529999999
1706994,"June 16, 2020",Iowa,Fort Dodge,900 block of 10th Ave SW,2,2,42.49703,-94.1849733
1705672,"June 15, 2020",Illinois,Decatur,700 E Johns Ave,0,4,39.8379815,-88.9477418
1706710,"June 15, 2020",Illinois,Chicago,W Diversey Ave,0,4,41.9325421,-87.6599306
1704879,"June 14, 2020",Minnesota,Minneapolis,328 W Broadway Ave,1,6,44.9993638,-93.2847773
1704862,"June 14, 2020",Kentucky,Louisville,531 Franklin St,1,4,38.2571158,-85.7400134
1704873,"June 14, 2020",Louisiana,Lafayette,400 block of Jefferson St,0,5,30.2266417,-92.01765809999999
1705050,"June 14, 2020",Louisiana,Lake Charles,3945 US-90,0,4,30.2359296,-93.1591029
1705346,"June 14, 2020",Louisiana,New Orleans,600 block of S Lopez St,2,2,29.9642683,-90.0959321
1705355,"June 13, 2020",Arkansas,Rison,Carver St and Center St,0,4,33.9555536,-92.187798
1705440,"June 13, 2020",California,Hesperia,8100 block of Julie Ct,0,5,34.3996925,-117.2489495
1704116,"June 13, 2020",Missouri,Saint Louis,3103 N Grand Blvd,2,4,38.658735,-90.218974
1704415,"June 13, 2020",New York,Wyandanch,76 Grand Blvd,1,7,40.7527576,-73.3536342
1704176,"June 13, 2020",Maryland,Baltimore,700 block of S Broadway St,0,5,39.2834068,-76.5937065
1704727,"June 13, 2020",District of Columbia,Washington,3100 block of Waclark Pl SE,2,5,38.84438280000001,-77.0020444
1704580,"June 13, 2020",Georgia,Atlanta,69 Mason Ave NE,2,5,33.7554939,-84.33852139999999
1703509,"June 12, 2020",Pennsylvania,Philadelphia,N Broad St and Colwyn St,0,6,40.0156561,-75.149801
1704217,"June 12, 2020",New York,Bronx,E 233rd St and Bronx River Pkwy,1,3,40.894413,-73.860924
1703985,"June 12, 2020",Texas,San Antonio,8134 Broadway St,0,8,29.5110348,-98.46596339999999
1702276,"June 11, 2020",Virginia,Richmond,800 block of N 1st St,0,4,37.5498421,-77.43656659999999
1702172,"June 11, 2020",District of Columbia,Washington,1200 block of Mt Olivet Rd NE,0,7,38.9102875,-76.9848461
1703044,"June 11, 2020",Louisiana,Monroe,1101 Richwood Road 2,6,0,32.4393609,-92.0971501
1703055,"June 11, 2020",Texas,Houston,5840 Glenmont Dr,2,4,29.7209555,-95.48398689999999
1702372,"June 10, 2020",California,Sacramento,68th Avenue and Della Circle,1,4,38.490071,-121.4120334
1701382,"June 10, 2020",Ohio,Toledo,1100 block of Baker St,1,3,41.6678278,-83.53275599999999
1701714,"June 10, 2020",California,Paso Robles,900 Park St,2,4,35.6241443,-120.6896343
1700864,"June 9, 2020",North Carolina,Scotland Neck,E 13th St and Greenwood St,0,5,36.131734,-77.418168
1701426,"June 9, 2020",Pennsylvania,Philadelphia,600 block N 8th St,1,6,39.962288,-75.1519484
1701491,"June 9, 2020",California,Vallejo,100 block of Cynthia Ave,2,3,38.1467039,-122.2305339
1700371,"June 8, 2020",New York,Brooklyn,512 Bristol St,0,4,40.6584057,-73.9100653
1700250,"June 8, 2020",Tennessee,Memphis,1525 E McLemore Ave,0,4,35.1152302,-90.0114036
1699577,"June 7, 2020",Arkansas,Hope,1400 block of East Hickory St,0,5,33.682176,-93.5820341
1700234,"June 7, 2020",Illinois,Robbins,13600 block of Central Park Ave,1,3,41.6457948,-87.7087978
1699211,"June 7, 2020",Missouri,Sikeston,915 Plantation Blvd,2,7,36.866412,-89.5675619
1699193,"June 7, 2020",Tennessee,Dyersburg,1305 Grant St,0,5,36.0234077,-89.3724584
1698987,"June 7, 2020",Illinois,Chicago,50 block of S Seeley Ave,1,3,41.8804779,-87.67813319999999
1699667,"June 7, 2020",Illinois,Chicago,3700 block of S State St,0,6,41.8263953,-87.6271465
1698306,"June 6, 2020",Missouri,Kansas City,E 18th St and Vine St,1,4,39.0912122,-94.5633278
1700812,"June 6, 2020",Mississippi,Drew,Wilson Ave,0,5,33.811109,-90.5256129
